Title,Author,Barcode,"Item number (internal)","Permanent library","Shelving location","Call number","Not for loan","Lost status","Damaged status","Withdrawn status","Inventory number"
"Miss Pickerell on the moon,","MacGregor, Ellen.",9179,9269,1,Fiction,[fict]Mac,,,,,,
"The land of the dead /","Osborne, Mary Pope.",11938,12051,1,Fiction,[Fict]Osb,,,,,,
"The crystal snowstorm /","Trevor, Meriol.",7913,7990,1,Fiction,[Fic]Tre,,,,,,
"Meet Molly :","Tripp, Valerie,",8793,8877,1,Series,[Fic]Tri,,,,,,
"Molly's short story collection /","Tripp, Valerie,",8276,8355,1,"Juvenile Literature",[Fic]Tri,,,,,,
"Samantha saves the day :","Tripp, Valerie,",8892,8976,1,Fiction,[Fic]tri,,,,,,
"Samantha saves the day :","Tripp, Valerie,",11750,11861,1,Fiction,[Fic]tri,,,,,,
"The light in the forest.","Richter, Conrad,",7999,8077,1,Fiction,[Fict]Ric,,,,,,
"Josefina's song /","Tripp, Valerie,",8890,8974,1,Series,[Fic]Trip,,,,,,
"Happy birthday, Josefina! :","Tripp, Valerie,",8795,8879,1,Series,[Fic]tripp,,,,,,
"Josefina saves the day :","Tripp, Valerie,",8794,8878,1,Series,[Fic]tripp,,,,,,
"Ivanhoe :","Scott, Walter,",8974,9058,2,Fiction,[Fict]Sco,,,,,,
"Adventures of Huckleberry Finn /","Twain, Mark,",7998,8076,1,Fiction,[Fic]Twa,,,,,,
"The Velveteen Rabbit, or, How toys become real /","Bianco, Margery Williams,",9164,9254,1,Fiction,[Fict]Wil,,,,,,
"A hidden magic /","Vande Velde, Vivian.",7901,7978,1,Fiction,[Fic]Vel,,,,,,
"Augustine came to Kent /","Willard, Barbara.",7899,7976,1,"Saints and Holy People",[Fic]Wil,,,,,,
"The castle in the attic /","Winthrop, Elizabeth.",7845,7922,1,Fiction,[Fic]Win,,,,Withdrawn,,
"The castle in the attic /","Winthrop, Elizabeth.",8299,8379,1,Fiction,[Fic]Win,,,,,,
"Dealing with dragons /","Wrede, Patricia C.,",8889,8973,1,Fiction,[Fic]Wre,,,,,,
"100 pounds of popcorn.","Krantz, Hazel.",8398,8479,1,Fiction,[F]K,,,,,,
"Miss Pickerell goes on a dig,","MacGregor, Ellen.",9285,9377,1,Fiction,[F]Mac,,,,,,
"Small miracle at Lourdes.","McSwigan, Marie,",8103,8182,1,Fiction,[F]Mc,,,,,,
"Five children and it /","Nesbit, E.",7907,7984,1,Fiction,[F]Nes,,,,,,
"The Borrowers afloat;","Norton, Mary",8286,8366,1,Fiction,[F]Nor,,,,,,
"Return to Ithaca / by Mary Pope Osborne ; with artwork by Troy Howell.","Osborne, Mary Pope.",11974,12087,1,Fiction,[F]OSB,,,,,,
"Sirens and sea monsters /","Osborne, Mary Pope.",11971,12084,1,Fiction,[F]Osb,,,,,,
"Sirens and sea monsters /","Osborne, Mary Pope.",11973,12086,1,Fiction,[F]OSB,,,,,,
"The final battle /","Osborne, Mary Pope.",11975,12088,1,Fiction,[F]OSB,,,,,,
"The gray-eyed goddess /","Osborne, Mary Pope.",11972,12089,1,Fiction,[F]OSB,,,,,,
"The boy and the ghost /","San Souci, Robert D.",7975,8053,1,Fiction,[F]San,,,,,,
"Knights of the kitchen table /","Scieszka, Jon.",8946,9030,1,Fiction,[F]Sci,,,,,,
"Encyclopedia Brown's book of strange but true crimes /","Sobol, Donald J.,",7754,7830,1,Fiction,[F]Sol,,,,,,
"The marks of the bear claws /","Spalding, Rev. Henry S.",11018,11125,1,Fiction,[f]spa,,,,,,
"The king of Scotland's sword /","Stevenson, Steve.",8423,8504,1,Fiction,[F]Ste,,,,,,
"The treasure of the Bermuda Triangle /","Stevenson, Steve.",9214,9304,1,Fiction,[F]Ste,,,,,,
"Further adventures of Lad /","Terhune, Albert Payson,",11182,11290,1,Fiction,[F]Ter,,,,,,
"Gray Dawn,","Terhune, Albert Payson,",11183,11291,1,Fiction,[F]TER,,,,,,
"Heidi grows up /","Tritten, Charles.",8287,8367,1,Fiction,[F]Tri,,,,,,
"Joey goes to sea,","Villiers, Alan,",7837,7914,1,Fiction,[F]Vil,,,,,,
"The horse that had everything,","Wildes, Newlin B.",7888,7965,1,Fiction,[F]Wil,,,,,,
"Hans Andersen's Fairy Tales","Andersen, H. C.",149,152,1,GB,"[GB] And",,,,,,
"Frances Hodgson Burnett's A Little Princess ","McClintock, Barbara.",11,12,1,GB,"[Good Books] Bur",,,,,,
"Gulliver's Travels- Abridged","Dunbar, James.",10,11,1,Fiction,"[Good Books] swi",,,,,,
"20,000 Leagues Under the Sea","Miller, Ron,",52,53,1,,"[Good Books] Ver",,,,,,
"Lilly's big day /","Henkes, Kevin.",10098,10197,1,"Picture Books",[H],,,,,,
"Hansel & Gretel /","Hobbie, Holly,",11992,12107,1,"Picture Books",H,,,,,,
"Noah and the great flood /","Hutton, Warwick.",10099,10198,1,"Picture Books",H,,,,,,
"The first Thanksgiving /","Hayward, Linda,",9972,10070,1,"Easy Readers",H,,,,,,
"Gets Programmed",,11113,11221,1,"Picture Books","J 005.1",,,,,,
"The Jewish holiday book /","Lazar, Wendy.",11252,11360,1,Non-fiction," j 296",,,,,,
"Waterless mountain,","Armer, Laura Adams,",11270,11378,1,Fiction,"J ARM",,,,,,
"Alice in Wonderland","Carroll, Lewis,",6592,6654,1,Fiction,"J Car",,,,,,
"Alice in Wonderland","Carroll, Lewis,",6593,6655,1,Fiction,"J Car",,,,,,
"Russell Rides Again","Hurwitz, Johanna.",3416,3456,1,"Juvenile Literature","[JL] H",,,,,,
"Russell Sprouts","Hurwitz, Johanna.",3415,3455,1,"Juvenile Literature","[JL] H",,,,,,
"Snake Camp","Stanley, George Edward.",146,149,1,,"[JL] Sta",,,,,,
"Mercy Watson to the Rescue ","DiCamillo, Kate.",6647,6709,1,"Juvenile Literature","[JLit] DiC",,,,,,
"Lila's Little Dinosaur ","Hänel, Wolfram.",6646,6708,1,"Juvenile Literature","[JLit] Han",,,,,,
"Lila's Little Dinosaur ","Hänel, Wolfram.",11262,11370,1,"Juvenile Literature","[JLit] Han",,,,,,
"Juliet : a Secret Takes Flight, England, 1339","Kirwan, Anna.",5771,5830,1,"Juvenile Literature","[JLit] K",,,,,,
"Addy's Surprise :","Porter, Connie Rose,",7190,7255,1,"Juvenile Literature","[Jr Fic] Por",,,,,,
"Father Phillip Tells a Ghost Story","Lademan, Miriam Andrews",6467,6529,1,"Jr. Catholic",[JRC],,,,,,
"Jesus Who Helped People","Jones, Mary Alice,",5611,5670,1,"Jr. Catholic",[JRC],,,,,,
"Read and Learn the Life of Jesus","Moore, Eva.",7112,7177,1,"Jr. Catholic","[JRC] 232.901 (Jesus)",,,,,,
"This is What I Pray Today :","Tickle, Phyllis.",150,153,1,"Jr. Catholic","[JRC] 242.82 T",,,,,,
"Saint Anthony of Padua","Windeatt, Mary Fabyan",6419,6481,1,"Jr. Catholic","[JRC] Anthony",,,,,,
"Saint Anthony of Padua","Windeatt, Mary Fabyan",6460,6522,1,"Jr. Catholic","[JRC] Anthony",,,,,,
"The Legend of the Three Trees /","McCafferty, Catherine.",3479,3519,1,"Saints and Holy People","[JRC] C",,,,,,
"Mother Cabrini's Dream :","Montgomery, Mary Ann,",6190,6249,1,"Jr. Catholic","[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",6425,6487,1,"Jr. Catholic","[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7366,7431,1,"Jr. Catholic","[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7367,7432,1,"Jr. Catholic","[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7368,7433,1,"Jr. Catholic","[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7369,7434,1,"Jr. Catholic","[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7370,7435,1,"Jr. Catholic","[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7371,7436,1,"Jr. Catholic","[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7372,7437,1,"Jr. Catholic","[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7373,7438,1,"Jr. Catholic","[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7374,7439,1,"Jr. Catholic","[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7375,7440,1,"Jr. Catholic","[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7376,7441,1,"Jr. Catholic","[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7377,7442,1,"Jr. Catholic","[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7378,7443,1,"Jr. Catholic","[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7379,7444,1,"Jr. Catholic","[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7380,7445,1,"Jr. Catholic","[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7484,7550,1,Storage,"[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7485,7551,1,Storage,"[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7486,7552,1,Storage,"[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7487,7553,1,Storage,"[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7488,7554,1,Storage,"[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7489,7555,1,Storage,"[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7490,7556,1,Storage,"[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7491,7557,1,Storage,"[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7492,7558,1,Storage,"[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7493,7559,1,Storage,"[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7494,7560,1,Storage,"[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7495,7561,1,Storage,"[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7496,7562,1,Storage,"[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",7513,7587,1,"1st grade classroom","[JRC] Cabrini",,,,,,
"Saint Frances Cabrini","Windeatt, Mary Fabyan",9041,9125,1,"1st grade classroom","[JRC] Cabrini",,,,,,
"Little Acts of Grace ","Gortler, Rosemarie.",6504,6566,1,"Jr. Catholic","[JRC] Catholic Faith",,,,,,
"The Brown Scapular","Windeatt, Mary Fabyan",6430,6492,1,"Jr. Catholic","[JRC] Catholic Faith",,,,,,
"Little Acts of Grace ","Gortler, Rosemarie.",11052,11159,1,"Jr. Catholic","JRC catholic faith",,,,,,
"Saint Christopher","Windeatt, Mary Fabyan",6426,6488,1,"Jr. Catholic","[JRC] Christopher",,,,,,
"The First Noel /","Domanska, Janina.",3491,3531,1,"Saints and Holy People","[JRC] Dom",,,,,,
"Saint Elizabeth Ann Seton","Lovasik, Lawrence G.",6227,6287,1,"Jr. Catholic","[JRC] Elizabeth",,,,,,
"Saint Francis of Assisi","Lovasik, Lawrence",6472,6534,1,"Jr. Catholic","[JRC] Fra",,,,,,
"Saint Francis of Assisi","Lovasik, Lawrence",7351,7416,1,"Jr. Catholic","[JRC] Fra",,,,,,
"Saint Francis of Assisi","Lovasik, Lawrence",7352,7417,1,"Jr. Catholic","[JRC] Fra",,,,,,
"Saint Francis of Assisi","Lovasik, Lawrence",7353,7418,1,"Jr. Catholic","[JRC] Fra",,,,,,
"Saint Francis of Assisi","Lovasik, Lawrence",7354,7419,1,"Jr. Catholic","[JRC] Fra",,,,,,
"Saint Francis of Assisi","Lovasik, Lawrence",7355,7420,1,"Jr. Catholic","[JRC] Fra",,,,,,
"Saint Francis of Assisi","Lovasik, Lawrence",7356,7421,1,"Jr. Catholic","[JRC] Fra",,,,,,
"Saint Francis of Assisi","Lovasik, Lawrence",7357,7422,1,"Jr. Catholic","[JRC] Fra",,,,,,
"Saint Francis of Assisi","Lovasik, Lawrence",7358,7423,1,"Jr. Catholic","[JRC] Fra",,,,,,
"Saint Francis of Assisi","Lovasik, Lawrence",7359,7424,1,"Jr. Catholic","[JRC] Fra",,,,,,
"Saint Francis of Assisi","Lovasik, Lawrence",7360,7425,1,"Jr. Catholic","[JRC] Fra",,,,,,
"Saint Francis of Assisi","Lovasik, Lawrence",7361,7426,1,"Jr. Catholic","[JRC] Fra",,,,,,
"Saint Francis of Assisi","Lovasik, Lawrence",7362,7427,1,"Jr. Catholic","[JRC] Fra",,,,,,
"Saint Francis of Assisi","Lovasik, Lawrence",7363,7428,1,"Jr. Catholic","[JRC] Fra",,,,,,
"Saint Francis of Assisi","Lovasik, Lawrence",7364,7429,1,"Jr. Catholic","[JRC] Fra",,,,,,
"Saint Francis of Assisi","Lovasik, Lawrence",7365,7430,1,"Saints and Holy People","[JRC] Fra",,,,,,
"Saint Francis of Assisi","Lovasik, Lawrence",7861,7938,1,"Saints and Holy People","[JRC] Fra",,,,,,
"Saint Francis of Assisi","Lovasik, Lawrence",7862,7939,1,"Saints and Holy People","[JRC] Fra",,,,,,
"Saint Francis of Assisi","Lovasik, Lawrence",7863,7940,1,"Saints and Holy People","[JRC] Fra",,,,,,
"Saint Francis of Assisi","Lovasik, Lawrence",7864,7941,1,"Saints and Holy People","[JRC] Fra",,,,,,
"Saint Francis of Assisi","Lovasik, Lawrence",7865,7942,1,"Saints and Holy People","[JRC] Fra",,,,,,
"Saint Francis of Assisi","Lovasik, Lawrence",7866,7943,1,"Saints and Holy People","[JRC] Fra",,,,,,
"Saint Francis of Assisi","Lovasik, Lawrence",9036,9120,1,"Saints and Holy People","[JRC] Fra",,,,,,
"A Story of Saint Francis of Assisi","Ernest,",6188,6247,1,"Jr. Catholic","[JRC] Francis",,,,,,
"Brother Francis and the Christmas Surprise","Luckhardt, Mildred Corell",6189,6248,1,"Jr. Catholic","[JRC] Francis",,,,,,
"Saint Francis of Assisi","Windeatt, Mary Fabyan",6417,6479,1,"Jr. Catholic","[JRC] Francis",,,,,,
"The Story of Brother Francis ","Mayer-Skumanz, Lene.",6218,6278,1,"Jr. Catholic","[JRC] Francis",,,,,,
"Saint Maria Goretti","Windeatt, Mary Fabyan",6423,6485,1,"Jr. Catholic","[JRC] Goretti",,,,,,
"Saint Maria Goretti","Windeatt, Mary Fabyan",6459,6521,1,"Jr. Catholic","[JRC] Goretti",,,,,,
"Isidore Finds Time to Care","Tilton, Sister Rafael",6192,6251,1,"Jr. Catholic","[JRC] Isidore",,,,,,
"Jacinta of Fatima","Leite, Father Fernando",6469,6531,1,"Jr. Catholic","[JRC] Jacinta",,,,,,
"Saint Joan of Arc","Windeatt, Mary Fabyan",6422,6484,1,"Jr. Catholic","[JRC] Joan",,,,,,
"Saint Joan of Arc","Windeatt, Mary Fabyan",6457,6519,1,"Jr. Catholic","[JRC] Joan",,,,,,
"John: Beloved Apostle","Laux, Dorothy",6186,6245,1,"Jr. Catholic","[JRC] John",,,,,,
"The Boyhood of Pope John XXIII :","McGravie, Anne.",6193,6252,1,"Jr. Catholic","[JRC] John",,,,,,
"Karol from Poland :","Wilson, M. Leonora.",6221,6281,1,"Jr. Catholic","[JRC] John Paul",,,,,,
"Good Saint Joseph","Lovasik, Lawrence G.",3400,3440,1,"Jr. Catholic","[JRC] Joseph",,,,,,
"Good Saint Joseph","Lovasik, Lawrence G.",6187,6246,1,"Jr. Catholic","[JRC] Joseph",,,,,,
"Blessed Kateri Tekakwitha","Lovasik, Lawrence G.",6412,6474,1,"Jr. Catholic","[JRC] Kat",,,,,,
"Blessed Kateri of the Mohawks","Windeatt, Mary Fabyan",6420,6482,1,"Jr. Catholic","[JRC] Kateri",,,,,,
"Book of Saints Part 1","Lovasik, Lawrence G.",6228,6288,1,"Jr. Catholic","[JRC] Lov",,"Long Overdue (Lost)",,,,
"Book of Saints Part 1","Lovasik, Lawrence G.",6229,6289,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 1","Lovasik, Lawrence G.",6230,6290,1,"Jr. Catholic","[JRC] Lov",,,,Withdrawn,,
"Book of Saints Part 2","Lovasik, Lawrence G.",6231,6291,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 2","Lovasik, Lawrence G.",6232,6292,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 2","Lovasik, Lawrence G.",6233,6293,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 2","Lovasik, Lawrence G.",6234,6294,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 2","Lovasik, Lawrence G.",6525,6587,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 3","Lovasik, Lawrence G.",6235,6295,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 3","Lovasik, Lawrence G.",6236,6296,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 3","Lovasik, Lawrence G.",6237,6297,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 3","Lovasik, Lawrence G.",6526,6588,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 4","Lovasik, Lawrence G.",6238,6298,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 4","Lovasik, Lawrence G.",6239,6299,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 4","Lovasik, Lawrence G.",6240,6300,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 4","Lovasik, Lawrence G.",6241,6301,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 4","Lovasik, Lawrence G.",6242,6302,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 4","Lovasik, Lawrence G.",6243,6303,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 4","Lovasik, Lawrence G.",6527,6589,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 5","Lovasik, Lawrence G.",6244,6304,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 5","Lovasik, Lawrence G.",6245,6305,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 5","Lovasik, Lawrence G.",6246,6306,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 5","Lovasik, Lawrence G.",6247,6307,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 5","Lovasik, Lawrence G.",6248,6308,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 5","Lovasik, Lawrence G.",6528,6590,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 6","Lovasik, Lawrence G.",6249,6309,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 6","Lovasik, Lawrence G.",6250,6310,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 6","Lovasik, Lawrence G.",6251,6311,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 6","Lovasik, Lawrence G.",6252,6312,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 6","Lovasik, Lawrence G.",6253,6313,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 6","Lovasik, Lawrence G.",6254,6314,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Book of Saints Part 6","Lovasik, Lawrence G.",6523,6585,1,"Jr. Catholic","[JRC] Lov",,,,,,
"New... Saint Joseph First Book of Saints","Lovasik, Lawrence G.",6480,6542,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Our Heavenly Mother :","Lovasik, Lawrence G.",6483,6545,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Prayers to the Boy Jesus","Lovasik, Father",3347,3386,1,"Saints and Holy People","[JRC] Lov",,,,,,
"Stations of the Cross","Lovasik, Lawrence",6278,6338,1,"Jr. Catholic","[JRC] Lov",,,,,,
"The Apostles of Jesus","Lovasik, Lawrence G.",6411,6473,1,"Jr. Catholic","[JRC] Lov",,,,,,
"Can God See Me in the Dark? ","Lozano, Neal,",7288,7353,1,"Jr. Catholic","[JRC] Loz",,,,,,
"Will You Bless Me? ","Lozano, Neal,",7289,7354,1,"Jr. Catholic","[JRC] Loz",,,,,,
"Luke: Doctor- Writer","Brown, Robert",6185,6244,1,"Jr. Catholic","[JRC] Luke",,,,,,
"Meet Sister Catherine McAuley","Martin, Sister Estelle",6521,6583,1,"Jr. Catholic","[JRC] McA",,,,,,
"Saint Meinrad","Windeatt, Mary Fabyan",6421,6483,1,"Jr. Catholic","[JRC] Meinrad",,,,,,
"Saint Meinrad","Windeatt, Mary Fabyan",6461,6523,1,"Jr. Catholic","[JRC] Meinrad",,,,,,
"Traveler for God : a Story about John Neumann","Ready, Dee.",6191,6250,1,"Jr. Catholic","[JRC] Neuman",,,,,,
"A Catholic Child's Book about Saint Paul","Daniel-Rops, Henri,",6219,6279,1,"Jr. Catholic","[JRC] Paul",,,,,,
"Paul the Missionary","Tucker, Iva Jewel",6194,6253,1,"Jr. Catholic","[JRC] Paul",,,,,,
"Saint Paul the Apostle","Lovasik, Lawrence G.",6223,6283,1,"Jr. Catholic","[JRC] Paul",,,,,,
"Saint Paul the Apostle","Lovasik, Lawrence G.",6224,6284,1,"Jr. Catholic","[JRC] Paul",,,,,,
"The Man Who Learned about Jesus","Ready, Dolores",6198,6257,1,"Jr. Catholic","[JRC] Paul",,,,,,
"The Man Who Learned about Jesus","Ready, Dolores",6199,6258,1,"Jr. Catholic","[JRC] Paul",,,,,,
"Peter, the Prince of Apostles","Blackwell, Muriel Fontenot.",6195,6254,1,"Jr. Catholic","[JRC] Peter",,,,,,
"Saint Peter","Gales, Father",6197,6256,1,"Jr. Catholic","[JRC] Peter",,,,,,
"Saint Peter the Apostle","Lovasik, Lawrence G.",6222,6282,1,"Jr. Catholic","[JRC] Peter",,,,,,
"St. Peter and St. Paul ","Storr, Catherine.",6220,6280,1,"Jr. Catholic","[JRC] Peter/Paul",,,,,,
"Saint Philomena","Windeatt, Mary Fabyan",6427,6489,1,"Jr. Catholic","[JRC] Philomena",,,,,,
"Saint Philomena","Windeatt, Mary Fabyan",6458,6520,1,"Jr. Catholic","[JRC] Philomena",,,,,,
"Padre Pio","Winkler, Jude.",6225,6285,1,"Jr. Catholic","[JRC] Pio",,,,,,
"Saint Pius X","Windeatt, Mary Fabyan",6418,6480,1,"Jr. Catholic","[JRC] Pius",,,,,,
"Saint Pius X","Windeatt, Mary Fabyan",6456,6518,1,"Jr. Catholic","[JRC] Pius",,,,,,
"The Rosary","Windeatt, Mary Fabyan",6428,6490,1,"Jr. Catholic","[JRC] Rosary",,,,,,
"The Rosary","Windeatt, Mary Fabyan",6429,6491,1,"Jr. Catholic","[JRC] Rosary",,,,,,
"Sadlier's Prayers and Practices for Young Catholics",,3358,3397,1,"Saints and Holy People","[JRC] Sad",,,,,,
"Saints for Girls",,6468,6530,1,"Jr. Catholic","[JRC] Saint Collections",,,,,,
"Great Women of the Bible ","Winkler, Jude.",6206,6265,1,"Jr. Catholic","[JRC] Saints",,,,,,
"Heroes of God","Lord, Daniel A.",6209,6268,1,"Jr. Catholic","[JRC] Saints",,,,,,
"Lives of the Saints for Girls","Savary, Louis M.",6201,6260,1,"Jr. Catholic","[JRC] Saints",,,,,,
"Miniature Stories of the Saints Book Four","Lord, Rev. Daniel A.",6205,6264,1,"Jr. Catholic","[JRC] Saints",,,,,,
"Miniature Stories of the Saints Book One","Lord, Rev. Daniel A.",6202,6261,1,"Jr. Catholic","[JRC] Saints",,,,,,
"Miniature Stories of the Saints Book Three","Lord, Rev. Daniel A.",6204,6263,1,"Jr. Catholic","[JRC] Saints",,,,,,
"Miniature Stories of the Saints Book Two","Lord, Rev. Daniel A.",6203,6262,1,"Jr. Catholic","[JRC] Saints",,,,,,
"Special Friends: Tales of Saints and Animals","Graston, Arlene Marguerite",2302,2335,1,"Jr. Catholic","[JRC] Saints",,,,,,
"The Saints Volume One","Savary, Louis M.",6207,6266,1,"Jr. Catholic","[JRC] Saints",,,,,,
"The Saints Volume Two","Savary, Louis M.",6208,6267,1,"Jr. Catholic","[JRC] Saints",,,,,,
"Saint Dominic Savio","Windeatt, Mary Fabyan",6313,6375,1,"Jr. Catholic","[JRC] Savio",,,,,,
"Children's Stations of the Cross","Brindle, Susan Andrews",7107,7171,1,"Jr. Catholic","[JRC] Stations (Lent)",,,,,,
"Mother Teresa ","Winkler, Jude.",2966,3004,1,"Jr. Catholic","[JRC] Teresa",,,,,,
"Saint Teresa of Avila","Windeatt, Mary Fabyan",6424,6486,1,"Jr. Catholic","[JRC] Teresa",,,,,,
"Saint Teresa of Avila","Windeatt, Mary Fabyan",6455,6517,1,"Jr. Catholic","[JRC] Teresa",,,,,,
"St. Theres̀e in Jesus' Garden ","Neuberger, Anne E.",6416,6478,1,"Jr. Catholic","[JRC] Therese",,,,,,
"St. Therese of the Child Jesus","Winkler, Jude.",6226,6286,1,"Jr. Catholic","[JRC] Therese",,,,,,
"Timothy, Young Pastor ","Caldwell, Louise.",6196,6255,1,"Jr. Catholic","[JRC] Timothy",,,,,,
"Our Lady of Banneux","Windeatt, Mary Fabyan",6431,6493,1,"Jr. Catholic","[JRC] Win",,,,,,
"Our Lady of Banneux","Windeatt, Mary Fabyan",6440,6502,1,"Jr. Catholic","[JRC] Win",,,,,,
"Our Lady of Beauraing","Windeatt, Mary Fabyan",6443,6505,1,"Jr. Catholic","[JRC] Win",,,,,,
"Our Lady of Beauraing","Windeatt, Mary Fabyan",6444,6506,1,"Jr. Catholic","[JRC] Win",,,,,,
